CasGis run on 11/6/2025 8:50:43 AM
Number of plants=	  10
year	jday	month	date	day	dd	rain	leaf	stem	tuber	reserves	sumflin	sd*10	nsdlsr10	wsd*10	ibranch	gs	gr	gres	gtuber	glf	pcost	lai100	totevap	sumtrans	tnuptk	tdelorg	soiln	soilw	nveg	gmitetot	T_aripoN	T_ManihotiN	mb1	mb2	mb3	mb4	mb5	mb6	totCM	ed1	ed2	ed3	el1	el2	el3
      1980	        28	         1	29248	28	13	0.000	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	23.391	0.00	0.00	0.000	9.50	1453.81	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        29	         1	29249	29	17	0.000	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	23.739	0.00	0.00	0.000	9.50	1453.46	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        30	         1	29250	30	20	0.000	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	24.080	0.00	0.00	0.000	9.50	1453.12	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        31	         1	29251	31	22	0.000	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	24.413	0.00	0.00	0.000	9.50	1452.79	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	         1	         2	29252	32	22	0.000	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	24.741	0.00	0.00	0.000	9.50	1452.46	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	         2	         2	29253	33	23	0.000	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	25.061	0.00	0.00	0.000	9.50	1452.14	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	         3	         2	29254	34	25	0.000	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	25.376	0.00	0.00	0.000	9.50	1451.82	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	         4	         2	29255	35	28	0.000	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	25.686	0.00	0.00	0.000	9.50	1451.51	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	         5	         2	29256	36	30	0.000	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	25.990	0.00	0.00	0.000	9.50	1451.21	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	         6	         2	29257	37	32	0.000	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	26.289	0.00	0.00	0.000	9.50	1450.91	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	         7	         2	29258	38	35	0.000	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	26.583	0.00	0.00	0.000	9.50	1450.62	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	         8	         2	29259	39	39	0.000	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	26.873	0.00	0.00	0.000	9.50	1450.33	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	         9	         2	29260	40	42	0.000	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	27.158	0.00	0.00	0.000	9.50	1450.04	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        10	         2	29261	41	46	0.000	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	27.439	0.00	0.00	0.000	9.50	1449.76	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        11	         2	29262	42	50	0.700	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	29.774	0.00	0.00	0.000	9.50	1448.13	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        12	         2	29263	43	53	0.000	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	30.030	0.00	0.00	0.000	9.50	1447.87	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        13	         2	29264	44	54	0.000	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	30.283	0.00	0.00	0.000	9.50	1447.62	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        14	         2	29265	45	55	0.000	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	30.533	0.00	0.00	0.000	9.50	1447.37	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        15	         2	29266	46	56	0.000	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	30.780	0.00	0.00	0.000	9.50	1447.12	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        16	         2	29267	47	59	0.000	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	31.025	0.00	0.00	0.000	9.50	1446.88	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        17	         2	29268	48	62	0.000	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	31.267	0.00	0.00	0.000	9.50	1446.63	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        18	         2	29269	49	66	0.000	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	31.506	0.00	0.00	0.000	9.50	1446.39	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        19	         2	29270	50	70	0.000	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	31.743	0.00	0.00	0.000	9.50	1446.16	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        20	         2	29271	51	75	0.000	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	31.977	0.00	0.00	0.000	9.50	1445.92	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        21	         2	29272	52	77	0.000	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32.209	0.00	0.00	0.000	9.50	1445.69	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        22	         2	29273	53	79	0.000	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32.439	0.00	0.00	0.000	9.50	1445.46	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        23	         2	29274	54	82	0.000	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32.666	0.00	0.00	0.000	9.50	1445.23	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        24	         2	29275	55	86	0.000	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32.892	0.00	0.00	0.000	9.50	1445.01	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        25	         2	29276	56	89	0.000	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	33.115	0.00	0.00	0.000	9.50	1444.78	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        26	         2	29277	57	93	0.000	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	33.337	0.00	0.00	0.000	9.50	1444.56	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        27	         2	29278	58	94	0.000	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	33.556	0.00	0.00	0.000	9.50	1444.34	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        28	         2	29279	59	96	0.000	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	33.773	0.00	0.00	0.000	9.50	1444.13	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        29	         2	29280	60	98	0.000	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	33.989	0.00	0.00	0.000	9.50	1443.91	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	         1	         3	29281	61	100	0.000	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	34.203	0.00	0.00	0.000	9.50	1443.70	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	         2	         3	29282	62	103	0.000	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	34.415	0.00	0.00	0.000	9.50	1443.49	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	         3	         3	29283	63	107	0.000	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	34.625	0.00	0.00	0.000	9.50	1443.28	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	         4	         3	29284	64	110	0.000	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	34.834	0.00	0.00	0.000	9.50	1443.07	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	         5	         3	29285	65	115	6.700	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	37.363	0.00	0.00	0.000	9.50	1447.24	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	         6	         3	29286	66	118	0.000	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	37.609	0.00	0.00	0.000	9.50	1446.99	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	         7	         3	29287	67	119	0.000	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	37.852	0.00	0.00	0.000	9.50	1446.75	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	         8	         3	29288	68	121	0.000	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	38.092	0.00	0.00	0.000	9.50	1446.51	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	         9	         3	29289	69	126	0.000	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	38.330	0.00	0.00	0.000	9.50	1446.27	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        10	         3	29290	70	130	0.000	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	38.566	0.00	0.00	0.000	9.50	1446.03	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        11	         3	29291	71	133	0.000	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	38.799	0.00	0.00	0.000	9.50	1445.80	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        12	         3	29292	72	135	0.000	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	39.030	0.00	0.00	0.000	9.50	1445.57	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        13	         3	29293	73	139	0.000	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	39.258	0.00	0.00	0.000	9.50	1445.34	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        14	         3	29294	74	141	0.000	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	39.485	0.00	0.00	0.000	9.50	1445.12	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        15	         3	29295	75	145	0.000	0.000	6.000	0.000	2.750	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	39.709	0.00	0.00	0.000	9.50	1444.89	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
