PointSanPedro		MARIN						
122.55	38.11666667							
MO	DA	YEAR	TMAX	TMIN	SOL	PRCP	RH	WIND
9	21	2002	28.3	11.1	229	0	-1	-1
9	22	2002	30	8.3	218	0	-1	-1
9	23	2002	32.2	7.2	237	0	-1	-1
9	24	2002	27.2	8.9	229	0	-1	-1
9	25	2002	27.8	8.9	216	0	-1	-1
9	26	2002	20	11.1	175	0	-1	-1
9	27	2002	20.6	7.8	116	0	-1	-1
9	28	2002	21.1	6.7	189	0	-1	-1
9	29	2002	20	7.8	195	0	-1	-1
9	30	2002	21.7	8.9	199	0	-1	-1
10	1	2002	23.9	7.2	218	0	-1	-1
10	2	2002	26.7	5.6	224	0	-1	-1
10	3	2002	26.7	7.8	183	0	-1	-1
10	4	2002	26.7	5	206	0	-1	-1
10	5	2002	30	6.1	203	0.254	-1	-1
10	6	2002	32.2	7.8	203	0.254	-1	-1
10	7	2002	32.8	8.3	205	0.254	-1	-1
10	8	2002	31.1	12.2	165	0	-1	-1
10	9	2002	23.3	8.9	158	0	-1	-1
10	10	2002	16.1	11.7	45	0	-1	-1
10	11	2002	26.7	11.1	158	0.254	-1	-1
10	12	2002	26.7	3.3	192	0	-1	-1
10	13	2002	27.8	2.8	194	0.508	-1	-1
10	14	2002	24.4	7.8	179	0	-1	-1
10	15	2002	16.7	10	226	0	-1	-1
10	16	2002	16.7	10.6	160	0.761	-1	-1
10	17	2002	13.9	10	73	0	-1	-1
10	18	2002	19.4	6.1	123	0	-1	-1
10	19	2002	20.6	5.6	139	0	-1	-1
10	20	2002	22.8	6.1	144	1.269	-1	-1
10	21	2002	20.6	8.9	137	0	-1	-1
10	22	2002	13.9	12.2	32	0	-1	-1
10	23	2002	13.9	11.7	31	0	-1	-1
10	24	2002	15	11.1	51	0	-1	-1
10	25	2002	22.2	10	130	0	-1	-1
10	26	2002	18.3	9.4	127	0	-1	-1
10	27	2002	22.8	7.2	131	0	-1	-1
10	28	2002	23.9	6.1	133	0	-1	-1
10	29	2002	22.2	7.8	129	0	-1	-1
10	30	2002	20	7.2	129	0	-1	-1
10	31	2002	22.2	4.4	128	0	-1	-1
11	1	2002	22.2	3.9	136	0	-1	-1
11	2	2002	23.3	5	123	0	-1	-1
11	3	2002	24.4	7.2	134	0	-1	-1
11	4	2002	18.9	7.2	130	0	-1	-1
11	5	2002	21.7	6.7	126	0	-1	-1
11	6	2002	18.9	7.8	91	0	-1	-1
11	7	2002	20	12.8	51	24.36	-1	-1
11	8	2002	16.7	12.2	23	41.11	-1	-1
11	9	2002	18.9	10.6	86	0	-1	-1
11	10	2002	17.2	10.6	47	2.538	-1	-1
11	11	2002	21.1	8.9	112	0	-1	-1
11	12	2002	22.2	10	99	0	-1	-1
11	13	2002	20.6	10	89	0	-1	-1
11	14	2002	23.9	7.8	107	0	-1	-1
11	15	2002	22.8	10	110	0	-1	-1
11	16	2002	19.4	7.8	85	0	-1	-1
11	17	2002	21.1	7.2	109	0	-1	-1
11	18	2002	20.6	5.6	90	0	-1	-1
11	19	2002	23.3	6.7	104	0	-1	-1
11	20	2002	23.9	10.6	98	0	-1	-1
11	21	2002	23.9	10.6	85	0	-1	-1
11	22	2002	15.6	10.6	37	0	-1	-1
11	23	2002	16.7	10.6	39	0	-1	-1
11	24	2002	17.8	8.9	71	0	-1	-1
11	25	2002	22.2	6.7	103	0	-1	-1
11	26	2002	22.8	9.4	102	0	-1	-1
11	27	2002	22.2	8.3	97	0	-1	-1
11	28	2002	22.2	5	94	0	-1	-1
11	29	2002	21.1	6.1	102	0	-1	-1
11	30	2002	16.7	5.6	51	0	-1	-1
12	1	2002	19.4	7.8	85	0	-1	-1
12	2	2002	18.9	6.1	84	0	-1	-1
12	3	2002	18.3	5.6	71	0	-1	-1
12	4	2002	20	6.7	83	0	-1	-1
12	5	2002	16.7	5	101	0	43.5	-1
12	6	2002	14.4	6.1	39	0.254	44.15	1
12	7	2002	17.8	3.3	110	0	48.35	1
12	8	2002	13.9	3.3	88	0	53.15	1
12	9	2002	12.2	6.7	15	17.76	50.1	1
12	10	2002	17.2	6.1	94	5.838	40.55	2
12	11	2002	14.4	5.6	73	0	47.35	1
12	12	2002	13.3	8.9	56	1.015	43.65	1
12	13	2002	16.1	12.2	6	129.6	36.4	4
12	14	2002	16.1	12.8	8	25.88	31.65	5
12	15	2002	15.6	11.7	18	24.87	33.7	5
12	16	2002	16.1	8.3	72	47.97	35.95	4
12	17	2002	14.4	5	88	3.3	45.15	1
12	18	2002	13.3	1.7	88	1.015	59	1
12	19	2002	11.1	4.4	5	1.015	48.7	4
12	20	2002	13.3	7.2	35	1.777	42.7	2
12	21	2002	14.4	3.9	90	2.031	49.4	1
12	22	2002	15.6	3.3	124	1.269	44.85	2
12	23	2002	14.4	1.7	123	1.015	48.5	1
12	24	2002	10.6	3.3	55	0.761	54.1	1
12	25	2002	8.9	6.7	43	1.015	49.4	2
12	26	2002	12.8	7.2	16	1.015	48	1
12	27	2002	15.6	11.1	44	2.031	36.2	3
12	28	2002	15	7.8	13	2.284	39.35	4
12	29	2002	14.4	5	103	2.284	45.65	2
12	30	2002	11.7	6.1	17	1.777	47.8	3
12	31	2002	15.6	4.4	97	1.269	46.35	2
1	1	2003	12.8	3.9	104	0.508	53.3	1
1	2	2003	12.8	6.7	61	0.254	44.85	1
1	3	2003	15.6	5	106	0.254	42.95	1
1	4	2003	17.2	6.1	76	0	42.75	1
1	5	2003	18.9	5.6	109	0	41.85	1
1	6	2003	17.8	5	130	0	40.55	1
1	7	2003	15.6	5.6	125	0	43.05	2
1	8	2003	11.7	5.6	78	0	47.25	2
1	9	2003	10	7.8	29	0	50.55	2
1	10	2003	14.4	8.9	36	0	42.8	2
1	11	2003	13.3	9.4	39	0	44.65	1
1	12	2003	15	11.7	20	0	36.3	2
1	13	2003	15.6	11.7	62	0	36	2
1	14	2003	16.1	8.9	60	0	39.2	1
1	15	2003	17.2	6.1	119	0	39.7	1
1	16	2003	16.1	5.6	136	0	42.5	1
1	17	2003	12.8	5	125	0	49.4	2
1	18	2003	10.6	7.2	67	0	49.85	2
1	19	2003	8.3	6.1	41	0	56.45	2
1	20	2003	8.9	5	28	1.777	58.7	1
1	21	2003	10	7.8	24	12.18	51.2	1
1	22	2003	14.4	9.4	32	20.05	42.4	2
1	23	2003	15	12.2	33	3.807	38.8	1
1	24	2003	13.9	9.4	65	0	41.35	1
1	25	2003	18.3	11.7	111	0	31.7	1
1	26	2003	16.7	11.7	73	0	33.55	1
1	27	2003	18.9	7.8	92	0	36.7	1
1	28	2003	18.9	7.8	129	0	38.3	1
1	29	2003	17.2	4.4	123	0	46.25	1
1	30	2003	15	7.2	88	0	43.75	1
1	31	2003	11.7	8.9	44	0	46.55	2
2	1	2003	16.7	8.9	137	0	35.2	3
2	2	2003	18.9	2.8	157	0	44	2
2	3	2003	17.8	1.1	159	0	51.2	1
2	4	2003	19.4	1.1	161	0	49.2	2
2	5	2003	18.9	1.7	169	0	43.4	2
2	6	2003	15.6	-0.6	167	0	56.2	1
2	7	2003	16.7	0	168	0	47.8	2
2	8	2003	17.2	-2.2	174	0	53.15	1
2	9	2003	17.8	-1.1	174	0	55.8	1
2	10	2003	15.6	0	156	0	55.35	1
2	11	2003	14.4	3.3	77	0	48.7	1
2	12	2003	12.2	5.6	32	11.42	47.2	1
2	13	2003	15	10	56	10.91	40	2
2	14	2003	15.6	9.4	93	0	34.25	2
2	15	2003	14.4	7.8	65	32.99	40.4	2
2	16	2003	16.1	5.6	164	2.538	42.55	2
2	17	2003	15.6	4.4	148	0	43.9	1
2	18	2003	16.1	1.7	184	0	54.35	2
2	19	2003	15.6	8.9	149	0.508	32.95	3
2	20	2003	19.4	3.9	187	0	24.1	2
2	21	2003	18.3	3.9	187	0	43.35	1
2	22	2003	20	3.3	196	0	42.3	1
2	23	2003	15	2.8	124	0	52.55	1
2	24	2003	15	7.2	73	0.508	41.9	2
2	25	2003	17.8	5	181	0.761	35.95	1
2	26	2003	13.9	3.3	71	6.599	49.6	1
2	27	2003	14.4	3.3	196	0	48.35	1
2	28	2003	15.6	1.7	187	0	51.95	2
3	1	2003	17.8	2.8	210	0	46	1
3	2	2003	17.2	2.2	198	0	49.2	1
3	3	2003	15.6	3.9	148	0	45.7	2
3	4	2003	16.7	2.8	198	0	48.25	1
3	5	2003	16.1	2.2	217	0	51.5	1
3	6	2003	19.4	2.2	213	0	44.7	2
3	7	2003	16.7	2.2	217	0	49.4	2
3	8	2003	17.2	2.2	215	0	51.05	1
3	9	2003	17.8	2.8	204	0	47.6	1
3	10	2003	18.3	5	176	0	43.2	1
3	11	2003	21.1	5	214	0	41.2	1
3	12	2003	20.6	7.8	170	0	36.95	2
3	13	2003	17.2	11.7	99	4.822	29.8	5
3	14	2003	17.2	13.3	94	10.66	30	5
3	15	2003	17.2	5	195	13.95	42.6	2
3	16	2003	17.2	5	201	2.538	41.2	3
3	17	2003	16.7	9.4	250	0	26.45	3
3	18	2003	18.9	8.3	257	0	23.65	3
3	19	2003	17.8	3.9	201	5.584	43.15	2
3	20	2003	17.8	6.1	229	0	38.05	2
3	21	2003	20	3.9	246	0	43.95	1
3	22	2003	16.7	7.8	154	1.015	38.55	2
3	23	2003	16.7	5.6	205	2.792	42.85	2
3	24	2003	18.3	3.3	259	0	45.95	1
3	25	2003	21.1	3.9	207	0	43.75	1
3	26	2003	17.8	11.1	240	0.254	25.8	3
3	27	2003	19.4	8.9	264	0.254	22.75	3
3	28	2003	23.9	8.3	233	0	47.1	1
3	29	2003	25.6	5	271	0.761	60.3	1
3	30	2003	25.6	5.6	264	0	63.8	1
3	31	2003	18.3	8.9	278	0	79.5	2
4	1	2003	15.6	7.2	208	0	69.55	4
4	2	2003	13.3	3.3	206	1.777	73.15	2
4	3	2003	14.4	2.2	205	0	72.8	2
4	4	2003	15	5.6	263	3.807	71.05	3
4	5	2003	15	5.6	263	0	60.6	3
4	6	2003	17.2	7.2	247	0	70.35	2
4	7	2003	19.4	3.3	291	0	74.15	1
4	8	2003	21.7	4.4	288	0	71.6	1
4	9	2003	21.7	3.9	262	0	71.5	1
4	10	2003	17.2	4.4	203	0	75.55	2
4	11	2003	16.7	2.2	255	0	80.85	2
4	12	2003	13.3	8.9	49	35.02	83.55	4
4	13	2003	14.4	3.3	170	4.822	80.55	2
4	14	2003	15.6	2.8	185	0	75.65	2
4	15	2003	14.4	5	199	0	69.6	3
4	16	2003	15.6	8.9	140	0.254	77.75	2
4	17	2003	16.7	8.3	252	0	75.9	3
4	18	2003	18.3	7.2	296	0	64.25	2
4	19	2003	21.1	2.8	309	0	65.2	2
4	20	2003	18.3	7.2	223	0	70.6	2
4	21	2003	13.9	8.9	191	2.284	69.25	3
4	22	2003	17.2	6.7	260	0.254	74.9	2
4	23	2003	15	6.1	178	0.254	75.6	3
4	24	2003	14.4	7.2	214	9.899	73.55	3
4	25	2003	14.4	7.8	128	5.076	76.8	3
4	26	2003	16.1	2.8	245	0	75.9	1
4	27	2003	16.7	2.2	239	8.883	74.15	3
4	28	2003	15	9.4	211	2.284	76.5	4
4	29	2003	16.1	7.2	209	0.254	72.55	2
4	30	2003	17.8	4.4	314	0	77.65	2
5	1	2003	19.4	6.7	205	0	73.2	1
5	2	2003	16.7	10.6	105	12.43	80.95	1
5	3	2003	18.9	11.1	255	17.76	79.95	2
5	4	2003	17.2	10	224	0	69.85	3
5	5	2003	17.8	10	369	0	72.4	2
5	6	2003	17.2	8.3	211	2.031	74.55	2
5	7	2003	18.9	6.1	296	0	73	3
5	8	2003	15.6	8.9	323	0	65.25	4
5	9	2003	16.7	3.3	325	0	71.85	2
5	10	2003	20.6	3.3	339	0	71.1	2
5	11	2003	21.1	3.9	336	0	65.85	2
5	12	2003	22.2	4.4	337	0	69.25	1
5	13	2003	18.9	6.1	328	0	82.85	2
5	14	2003	21.1	7.8	310	0	74.25	2
5	15	2003	18.9	7.8	327	0	69.35	3
5	16	2003	22.8	4.4	316	0.761	67.45	2
5	17	2003	22.8	5	337	0.254	65.45	2
5	18	2003	23.3	8.3	356	0.254	55.65	2
5	19	2003	28.3	5	349	0.761	61.25	1
5	20	2003	28.3	7.2	346	0.761	63.2	1
5	21	2003	24.4	7.8	342	1.015	78.15	1
5	22	2003	20	10	343	0.508	79.6	2
5	23	2003	20.6	8.3	342	0	83.05	2
5	24	2003	21.7	10.6	322	1.015	74.1	3
5	25	2003	20.6	11.1	225	0.508	78.7	2
5	26	2003	23.9	7.8	352	0.761	63.65	2
5	27	2003	26.7	7.8	355	0.508	69.65	1
5	28	2003	29.4	8.9	324	1.015	72.6	1
5	29	2003	18.3	12.8	293	0.254	76.05	4
5	30	2003	21.7	11.7	273	0	74.3	2
5	31	2003	20.6	8.9	318	0.254	76.65	2
6	1	2003	22.8	8.3	347	0	75.3	2
6	2	2003	26.1	9.4	348	0	75.25	1
6	3	2003	18.9	12.2	350	0	-1	1
6	4	2003	20.6	13.3	274	0	80.3	3
6	5	2003	18.3	10	309	0	82	3
6	6	2003	20.6	13.3	269	0.508	75.15	3
6	7	2003	21.7	12.8	217	0.508	76.1	2
6	8	2003	18.9	10	302	0.254	83.05	2
6	9	2003	17.8	11.7	271	0.254	79.3	3
6	10	2003	17.2	11.7	299	0.508	75.45	4
6	11	2003	17.8	11.1	170	0.508	80.25	3
6	12	2003	18.9	11.7	302	0.761	72.55	3
6	13	2003	20	6.1	343	0	69.8	4
6	14	2003	23.9	7.2	361	0	67.3	2
6	15	2003	23.9	7.8	355	0	74	2
6	16	2003	22.8	12.2	358	0	74.15	2
6	17	2003	19.4	11.7	346	0	80.95	3
6	18	2003	23.3	8.9	335	0	72.65	3
6	19	2003	21.7	10.6	338	0	71.2	3
6	20	2003	22.8	7.8	363	0	67.7	3
6	21	2003	23.3	10.6	357	0	63.8	2
6	22	2003	23.3	9.4	355	0	63.35	2
6	23	2003	22.2	7.2	338	0	66.55	3
6	24	2003	28.3	7.8	361	0	61.5	2
6	25	2003	35.6	9.4	364	0	55.65	1
6	26	2003	37.2	12.2	363	0	-1	1
6	27	2003	35.6	12.8	362	0	54.05	1
6	28	2003	25.6	11.1	362	0	71.8	2
6	29	2003	22.2	9.4	349	0	79.95	1
6	30	2003	22.8	8.9	351	0	77.9	2
7	1	2003	20.6	10	361	0	77.6	2
7	2	2003	20.6	8.3	358	0	75.85	2
7	3	2003	20.6	6.1	360	0	76.75	2
7	4	2003	24.4	6.7	363	0	76.2	2
7	5	2003	22.2	10.6	362	0	74.3	2
7	6	2003	21.1	7.8	340	0	80.6	2
7	7	2003	21.7	9.4	355	0	71.2	2
7	8	2003	23.3	7.8	362	0	73.65	2
7	9	2003	25	10.6	363	0	74.65	2
7	10	2003	22.8	12.2	355	0	77.3	3
7	11	2003	28.3	12.2	347	0	64.65	2
7	12	2003	28.9	12.2	357	0	63.95	3
7	13	2003	28.9	10.6	355	0	65.6	2
7	14	2003	27.2	14.4	349	0	66.65	2
7	15	2003	27.8	12.8	355	0	65.45	3
7	16	2003	24.4	12.2	356	0	73.3	2
7	17	2003	26.7	10.6	350	0	72.85	2
7	18	2003	25	9.4	353	0	75.45	2
7	19	2003	21.1	13.3	324	0	73.3	3
7	20	2003	28.9	14.4	329	0	58.7	3
7	21	2003	24.4	13.9	318	0	72.65	2
7	22	2003	23.9	13.9	322	0	77	2
7	23	2003	20	12.2	298	0	81	3
7	24	2003	22.8	13.3	326	0	72.2	3
7	25	2003	20	11.1	303	0	81.05	3
7	26	2003	23.9	10.6	332	0	75.5	2
7	27	2003	22.8	11.1	308	0	78.4	2
7	28	2003	22.8	10.6	317	0	78.15	2
7	29	2003	21.1	10	321	0	79.2	2
7	30	2003	21.1	12.8	209	0	79.15	3
7	31	2003	22.2	14.4	192	0	80.3	2
8	1	2003	24.4	13.9	247	0	77.45	2
8	2	2003	22.8	13.3	291	0	80.45	2
8	3	2003	24.4	12.2	282	0	73.75	2
8	4	2003	24.4	11.1	329	0	72.85	2
8	5	2003	24.4	13.3	250	0	73.6	2
8	6	2003	24.4	13.9	325	0	68.2	2
8	7	2003	25	12.8	326	0	65.85	3
8	8	2003	26.7	14.4	325	0	64.85	2
8	9	2003	26.1	10.6	324	0	66.4	2
8	10	2003	27.8	10.6	330	0	64.8	2
8	11	2003	27.2	9.4	333	0	66.75	2
8	12	2003	25.6	8.3	333	0	67.25	2
8	13	2003	24.4	13.3	324	0	73.25	2
8	14	2003	25.6	8.9	308	0	71.95	2
8	15	2003	25	9.4	323	0	71.7	2
8	16	2003	26.7	12.2	320	0	70.3	2
8	17	2003	22.8	11.7	303	0	76.4	3
8	18	2003	25	12.2	271	0	80.25	2
8	19	2003	19.4	12.8	219	0	84.05	3
8	20	2003	23.9	11.7	288	0	79.5	2
8	21	2003	22.8	13.3	262	0	77.6	2
8	22	2003	23.9	13.3	227	0	71.9	2
8	23	2003	26.1	10.6	293	0	73.9	1
8	24	2003	33.3	11.1	296	0	61.2	1
8	25	2003	29.4	12.2	285	0	69.7	1
8	26	2003	22.8	13.9	290	0	76.45	2
8	27	2003	21.1	11.1	269	0	80.8	2
8	28	2003	22.2	9.4	234	0	78.7	2
8	29	2003	21.7	11.7	262	0	79.5	2
8	30	2003	19.4	10.6	248	0	81.2	2
8	31	2003	22.2	11.7	253	0	79.45	2
9	1	2003	24.4	8.9	273	0	75.65	2
9	2	2003	24.4	10	263	0	77.5	2
9	3	2003	23.3	13.3	254	0	78.1	2
9	4	2003	23.3	11.1	225	0	75.7	1
9	5	2003	22.8	7.8	278	0	76.25	2
9	6	2003	23.3	9.4	249	0	72.15	2
9	7	2003	25.6	9.4	233	0	73.95	2
9	8	2003	26.1	8.3	262	0	66.3	2
9	9	2003	23.3	12.8	141	0	74.3	2
9	10	2003	26.1	10.6	239	0	75.05	1
9	11	2003	34.4	10	258	0	59.2	1
9	12	2003	33.9	12.2	258	0	56.65	1
9	13	2003	35	11.7	258	0	54.15	1
9	14	2003	22.8	10	249	0	79.9	2
9	15	2003	20	8.9	231	0	81.85	2
9	16	2003	23.9	5.6	246	0	69.95	2
9	17	2003	27.2	7.2	239	0	62.95	1
9	18	2003	31.7	7.2	246	0	55.4	1
9	19	2003	27.2	7.8	234	0	68.55	1
9	20	2003	28.3	9.4	236	0	72.65	1
9	21	2003	37.2	10	237	0	55.95	1
9	22	2003	36.7	11.1	231	0	52.75	1
9	23	2003	21.7	10	225	0	81.45	2
9	24	2003	22.8	8.9	223	0	76.4	2
9	25	2003	19.4	10.6	178	0	82.6	1
9	26	2003	20	10	182	0	83.65	1
9	27	2003	20	9.4	156	0	83.6	1
9	28	2003	22.2	8.9	194	0	77.95	2
9	29	2003	24.4	9.4	220	0	69.8	2
9	30	2003	22.2	7.2	209	0	79.3	1
10	1	2003	21.7	7.2	202	0	75.65	2
10	2	2003	19.4	7.8	124	0	81.7	1
10	3	2003	17.8	9.4	176	0	82.95	2
10	4	2003	22.8	7.2	160	0	73.7	1
10	5	2003	22.8	8.3	190	0	78.75	1
10	6	2003	21.1	7.8	197	0	79.8	1
10	7	2003	20	10.6	202	0	83.45	2
10	8	2003	25	7.8	198	0	70.1	2
10	9	2003	22.8	8.3	199	0	65.3	3
10	10	2003	25	6.7	203	0	54.7	2
10	11	2003	24.4	4.4	195	0	62.9	1
10	12	2003	27.2	7.8	194	0	64.1	1
10	13	2003	27.2	4.4	193	0	59.85	1
10	14	2003	21.7	6.7	189	0	75.2	1
10	15	2003	21.1	3.9	175	0	69.4	1
10	16	2003	23.3	6.7	177	0	76.75	1
10	17	2003	27.2	7.2	167	0	65.25	1
10	18	2003	23.3	6.7	171	0	76.25	1
10	19	2003	22.2	7.2	150	0	78.1	1
10	20	2003	30	7.8	174	0	61.3	1
10	21	2003	22.2	7.8	169	0	80.4	1
10	22	2003	22.8	8.3	148	0	75.05	2
10	23	2003	22.8	7.2	160	0	76.15	1
10	24	2003	31.7	4.4	170	0	56	1
10	25	2003	32.8	8.9	167	0	44.5	1
10	26	2003	32.2	8.3	164	0	46.1	1
10	27	2003	32.8	8.3	164	0	45.7	1
10	28	2003	31.7	7.8	156	0	53.45	1
10	29	2003	22.8	10	159	0	57.75	4
10	30	2003	16.7	7.2	154	0	59.25	3
10	31	2003	14.4	4.4	88	0	74.35	1
11	1	2003	16.1	1.7	151	0	70.3	1
11	2	2003	16.1	0.6	96	0	71.7	2
11	3	2003	15	1.7	150	0	74.45	2
11	4	2003	15	0.6	129	0	74.15	1
11	5	2003	12.8	4.4	52	0	82.65	1
11	6	2003	18.9	10	66	5.33	77.05	1
11	7	2003	17.2	10	62	0	85.3	1
11	8	2003	17.2	12.2	49	20.81	81.85	3
11	9	2003	17.2	8.3	90	0	83.15	2
11	10	2003	19.4	6.1	134	0	74	1
11	11	2003	18.9	3.3	134	0	72.55	1
11	12	2003	21.7	3.3	133	0	68.55	1
11	13	2003	15.6	3.9	41	0	82.2	1
11	14	2003	15.6	6.1	52	6.345	86.55	1
11	15	2003	14.4	5	81	0.761	83.45	1
11	16	2003	15	2.2	84	0	84.35	1
11	17	2003	17.8	5	113	0.508	79.9	1
11	18	2003	17.2	3.9	125	0	80.15	1
11	19	2003	18.3	6.7	107	0	79.35	1
11	20	2003	16.7	3.3	100	0	81.2	1
11	21	2003	13.9	2.2	127	0	62.05	2
11	22	2003	14.4	-0.6	127	0	52.95	2
11	23	2003	13.3	-2.8	123	0	64.7	1
11	24	2003	13.3	1.1	91	0	70.45	1
11	25	2003	14.4	0	121	0	74	2
11	26	2003	16.7	2.8	121	0	70.65	1
11	27	2003	13.3	0.6	85	0	77.9	1
11	28	2003	12.8	7.8	29	0	68.9	1
11	29	2003	13.3	7.2	29	0	72.2	1
11	30	2003	12.2	10	19	40.35	82.05	2
12	1	2003	12.8	10	15	20.81	92.6	1
12	2	2003	15.6	6.1	72	4.569	90.2	1
12	3	2003	16.7	5	93	0	85.4	1
12	4	2003	11.7	5	22	5.076	92.9	1
12	5	2003	15.6	10.6	38	8.122	92.65	2
12	6	2003	15	12.2	25	13.19	89	3
12	7	2003	16.1	6.7	105	0	69.35	2
12	8	2003	14.4	1.7	113	0	70.4	1
12	9	2003	12.8	5	19	12.69	86.4	2
12	10	2003	15.6	9.4	76	15.48	78.2	2
12	11	2003	13.9	2.8	107	0	70.95	2
12	12	2003	11.1	2.8	26	2.792	86.35	2
12	13	2003	15.6	10.6	70	8.376	83.75	3
12	14	2003	15	2.2	112	9.899	72.45	3
12	15	2003	12.8	0	103	0	75.7	1
12	16	2003	12.2	4.4	104	0	77.15	2
12	17	2003	14.4	1.1	98	0	72	1
12	18	2003	15	6.1	94	0	67	1
12	19	2003	11.1	6.7	15	11.92	84.3	1
12	20	2003	11.1	8.3	16	11.67	94.55	1
12	21	2003	14.4	5	66	0.254	86.75	1
12	22	2003	11.7	4.4	72	0	91.15	2
12	23	2003	12.8	8.9	18	12.43	91.3	2
12	24	2003	14.4	8.9	27	35.02	85.4	2
12	25	2003	13.3	6.1	64	0	78.6	2
12	26	2003	12.2	0.6	99	0	70.45	2
12	27	2003	11.1	-1.7	110	0	77.55	1
12	28	2003	9.4	-0.6	75	3.046	84.65	1
12	29	2003	11.7	7.8	8	85.53	94.05	4
12	30	2003	12.8	4.4	68	0.254	83.7	1
12	31	2003	12.8	3.9	54	0	83.75	1
1	1	2004	12.8	2.2	20	79.18	84.25	3
1	2	2004	11.1	1.1	49	6.345	79.45	1
1	3	2004	12.2	-1.7	114	0	70.05	1
1	4	2004	10.6	-2.2	107	0	80.9	1
1	5	2004	11.1	-1.1	115	0	75.65	1
1	6	2004	10	6.7	46	1.269	78.05	2
1	7	2004	13.3	7.2	62	1.269	76.45	1
1	8	2004	15.6	8.3	69	1.777	83.9	2
1	9	2004	12.2	4.4	23	8.883	85.65	1
1	10	2004	15.6	8.9	79	0.254	85.15	1
1	11	2004	16.1	6.1	97	0	81.8	1
1	12	2004	10.6	8.3	42	0	91.35	1
1	13	2004	11.1	6.1	60	0	88.25	2
1	14	2004	8.9	6.7	34	1.523	90.7	1
1	15	2004	12.8	6.7	57	0	91.95	1
1	16	2004	11.7	8.9	41	0	84.8	1
1	17	2004	11.7	7.2	57	0	81.55	1
1	18	2004	11.7	7.2	109	0	80.7	1
1	19	2004	11.7	7.8	39	0	87.8	1
1	20	2004	13.9	2.2	122	0	81.3	1
1	21	2004	17.2	2.2	127	0	69.45	1
1	22	2004	12.8	-0.6	129	0	79.15	1
1	23	2004	11.7	0	91	2.031	85.1	1
1	24	2004	12.8	7.2	62	3.3	85.15	2
1	25	2004	13.3	2.8	125	0	-1	1
1	26	2004	11.7	3.9	53	1.015	83.2	1
1	27	2004	13.9	4.4	56	10.4	87.35	3
1	28	2004	13.9	2.8	91	0	84.95	1
1	29	2004	10.6	3.3	35	0.254	92.4	1
1	30	2004	14.4	8.3	90	1.015	75.7	2
1	31	2004	14.4	3.9	143	0	62.5	2
2	1	2004	8.9	2.8	25	6.599	90.7	1
2	2	2004	12.8	3.3	53	30.45	81.35	2
2	3	2004	13.9	3.9	88	3.3	83.8	1
2	4	2004	14.4	3.3	129	0.254	81.1	1
2	5	2004	16.1	1.1	99	0	78.9	1
2	6	2004	15.6	3.3	94	0.761	80.45	2
2	7	2004	15	3.3	144	0	76.15	1
2	8	2004	15.6	0	149	0	67.15	1
2	9	2004	19.4	-1.1	156	0	61.9	1
2	10	2004	16.7	1.7	158	0	61.6	2
2	11	2004	16.1	0	156	0	69.55	1
2	12	2004	16.7	1.7	149	0	73.6	1
2	13	2004	13.3	2.2	43	1.523	75.5	1
2	14	2004	16.1	4.4	119	0	72.95	1
2	15	2004	14.4	5	78	1.015	86.15	1
2	16	2004	15.6	10	12	58.12	89.9	4
2	17	2004	15.6	12.8	16	12.94	82.35	5
2	18	2004	16.1	10	170	1.015	75.95	3
2	19	2004	12.8	1.7	116	0	80.7	1
2	20	2004	12.8	7.2	71	4.061	83.8	1
2	21	2004	12.2	5.6	73	1.269	83.05	1
2	22	2004	13.3	4.4	102	3.807	80.35	1
2	23	2004	15	1.7	153	0	78.4	1
2	24	2004	15	9.4	131	4.061	77.6	3
2	25	2004	15	10.6	82	65.48	81.05	5
2	26	2004	13.9	5	105	1.015	75.9	3
2	27	2004	14.4	5	145	1.269	79.05	2
2	28	2004	15.6	2.8	167	0	74.25	2
2	29	2004	14.4	2.2	132	0	79.55	1
3	1	2004	13.9	7.8	129	10.91	83.4	3
3	2	2004	18.9	5	198	0	59.45	3
3	3	2004	15	3.9	113	0	65.3	1
3	4	2004	17.8	5.6	197	0	67.8	3
3	5	2004	17.8	3.3	159	0	77.4	2
3	6	2004	19.4	5.6	206	0	74.3	1
3	7	2004	23.9	4.4	208	0	68.95	1
3	8	2004	25	7.8	205	0	67.75	1
3	9	2004	26.1	7.2	211	0	67.35	1
3	10	2004	30	7.8	221	0	-1	2
3	11	2004	26.1	4.4	220	0	60.35	1
3	12	2004	21.1	5	216	0	78.1	1
3	13	2004	22.8	5	216	0	76.2	1
3	14	2004	25	5.6	212	0	71.1	1
3	15	2004	30	5.6	221	0	61	1
3	16	2004	30	8.3	230	0	56.5	1
3	17	2004	28.9	6.1	232	0	59.25	1
3	18	2004	24.4	5.6	225	0	69.1	1
3	19	2004	19.4	5	231	0	77.95	1
3	20	2004	26.7	3.9	204	0	63.65	1
3	21	2004	17.8	8.3	174	0.508	84.1	1
3	22	2004	18.9	5.6	226	0	80.6	2
3	23	2004	19.4	6.7	220	0	71.25	3
3	24	2004	20	7.2	215	0	73	2
3	25	2004	14.4	4.4	57	19.54	81.65	2
3	26	2004	15	2.8	144	0	75.65	2
3	27	2004	19.4	6.1	176	0.254	73.95	1
3	28	2004	23.3	3.9	236	0	70	1
3	29	2004	22.2	8.3	227	0	80.35	1
